3,1000,314,2.0523,0.34889,1.2147e+05,14.727,0.19735,0.34171,0.35202,0.22115,0.0097888,0.16543,0.21215,0.13514,0.098527,0.002,0.25,0.76153
3,1000,53,6.295,1.0702,3.0632e+05,16.027,0.11392,0.24905,0.45043,0.28733,0.42259,0.36932,0.29299,0.12337,0.33321,0.002,0.25,0.76884
3,1000,679,1.2701,0.21592,83313,18.624,0.36433,0.36892,0.031702,0.43022,0.4672,0.4922,0.42947,0.39278,0.25669,0.002,0.25,0.7214
3,1000,372,2.4234,0.41197,3.3144e+05,19.768,0.26999,0.35346,0.49975,0.14392,0.20726,0.23242,0.38198,0.4091,0.050111,0.002,0.25,0.74139
3,1000,199,2.4058,0.40899,92131,14.685,0.28551,0.088428,0.47869,0.13266,0.46229,0.11189,0.18678,0.04375,0.32006,0.002,0.25,0.7814
3,1000,332,2.6332,0.44765,3.6801e+05,17.873,0.027396,0.15183,0.023096,0.097738,0.36008,0.36088,0.4389,0.29122,0.035342,0.002,0.25,0.73404
3,1000,340,2.0343,0.34583,1.3748e+05,19.128,0.46783,0.40936,0.36413,0.087906,0.18019,0.094395,0.0005992,0.15821,0.34981,0.002,0.25,0.77886
3,1000,415,2.2765,0.387,3.2119e+05,16.927,0.253,0.13944,0.37331,0.11847,0.47867,0.31013,0.30013,0.086302,0.045173,0.002,0.25,0.71865
3,1000,330,2.2648,0.38502,1.9898e+05,13.664,0.48106,0.21899,0.47017,0.0029172,0.30515,0.40054,0.11649,0.46623,0.38163,0.002,0.25,0.70782
3,1000,58,3.7009,0.62915,43825,6.8213,0.27068,0.46308,0.14925,0.16904,0.42974,0.17024,0.06906,0.2539,0.42833,0.002,0.25,0.77698
3,1000,261,2.2606,0.38431,1.2355e+05,17.597,0.047688,0.17628,0.29671,0.29259,0.33384,0.32401,0.21668,0.069879,0.37596,0.002,0.25,0.7738
3,1000,503,1.6082,0.2734,1.1754e+05,19.907,0.32488,0.35198,0.46615,0.34383,0.28418,0.19042,0.31729,0.18161,0.20381,0.002,0.25,0.75336
3,1000,125,2.9661,0.50424,83989,18.665,0.4858,0.18046,0.3221,0.033974,0.10396,0.019802,0.23468,0.075048,0.49565,0.002,0.25,0.79883
3,1000,258,2.28,0.38759,1.2491e+05,11.983,0.013113,0.077599,0.41696,0.097447,0.41489,0.16904,0.33556,0.026183,0.36715,0.002,0.25,0.73492
3,1000,577,1.7639,0.29987,2.2384e+05,18.644,0.046115,0.47677,0.081398,0.48523,0.2985,0.12011,0.035148,0.15002,0.40677,0.002,0.25,0.72301
3,1000,176,3.6907,0.62742,3.9911e+05,18.599,0.14098,0.08444,0.37258,0.23857,0.32672,0.48329,0.15651,0.03822,0.39571,0.002,0.25,0.77082
